datetime,pv_to_house_frac,pv_to_batt_frac,batt_to_house_frac,grid_to_batt_frac,soc_kWh,pv_to_house_kWh,discharge_to_house_kWh,grid_to_house_kWh,pv_to_batt_kWh,grid_to_batt_kWh,pv_to_grid_kWh,discharge_to_grid_kWh,consumption_kWh,pv_production_kWh,step_cost_eur,degradation_penalty,buy_price,sell_price,hour,temperature_C,date,month,is_selling,could_store,soc_zone
2023-01-01 10:00:00,0.2855743169784546,0.5315565466880798,0.4113875925540924,0.0079794526100158,0.6497195392250419,0.0356396747589111,0.0,0.4376859580782001,0.0630213441753387,0.0398972630500793,0.0261389810657501,0.0,0.4733256328371112,0.1248,0.0992469171943086,0.0001009237440729,0.21,0.04,10,11.8,2023-01-01,1,True,True,0-25%
2023-01-01 11:00:00,0.2785524129867553,0.3871576189994812,0.3995843529701233,0.0062274038791656,0.8016225445315838,0.0926409615111351,0.0,0.3987633757908861,0.122322836880505,0.0311370193958282,0.1176162016083598,0.0,0.4914043373020212,0.33258,0.0855744349248756,0.0001519030053065,0.21,0.04,11,12.2,2023-01-01,1,True,True,0-25%
2023-01-01 12:00:00,0.3471750319004059,0.2013907730579376,0.3591445386409759,0.004001647233963,0.97693216455245,0.2836281140613556,0.0,0.6078904309630653,0.156301795659542,0.020008236169815,0.3770300902791024,0.0,0.8915185450244208,0.81696,0.1167775164867407,0.0001753096200208,0.21,0.04,12,13.5,2023-01-01,1,True,True,0-25%
2023-01-01 13:00:00,0.3243696093559265,0.1806715428829193,0.4480002820491791,0.0039613842964172,1.0675174389544426,0.1356319084560871,0.0,0.521272499851558,0.0717686989940106,0.0198069214820861,0.2107393925499022,0.0,0.6569044083076451,0.41814,0.1051971027780691,9.058527440199256e-05,0.21,0.04,13,14.4,2023-01-01,1,True,True,0-25%
2023-01-01 14:00:00,0.2620404362678528,0.1611697971820831,0.5532227158546448,0.0035746991634368,0.0548289361965657,0.0647763958454131,0.5905748968005717,0.0,0.0378491151702403,0.0178734958171844,0.1445744889843463,0.4769425421538709,0.5165770383222017,0.2471999999999999,-0.0211072471239199,0.001122346375151,0.21,0.04,14,15.0,2023-01-01,1,True,True,0-25%
2023-01-01 15:00:00,0.4326267838478088,0.0860613286495208,0.5168384313583374,0.0047782361507415,0.0912364184863866,0.0725515116512775,0.0,0.5415364585463788,0.0137108605737984,0.0238911807537078,0.081437627774924,0.0,0.6140879701976563,0.1677,0.1154822991420212,3.6407482289820906e-05,0.21,0.04,15,15.7,2023-01-01,1,True,True,0-25%
2023-01-01 16:00:00,0.7837485074996948,0.128497302532196,0.5881450176239014,0.0048523843288421,0.1142852440483868,0.0,0.0,0.8227907050881658,0.0,0.0242619216442108,0.0,0.0,0.8227907050881658,0.0,0.177881051613799,2.304882556200028e-05,0.21,0.04,16,15.4,2023-01-01,1,False,False,0-25%
2023-01-01 17:00:00,0.9681764841079712,0.1988184452056884,0.6156317591667175,0.0046455860137939,0.1363517776139081,0.0,0.0,1.3445786341440262,0.0,0.0232279300689697,0.0,0.0,1.3445786341440262,0.0,0.2872393784847291,2.206653356552124e-05,0.21,0.04,17,15.7,2023-01-01,1,False,False,0-25%
2023-01-01 18:00:00,0.9924174547195436,0.2305680513381958,0.5501776337623596,0.0044449567794799,0.157465322316438,0.0,0.0,1.754581164797385,0.0,0.0222247838973999,0.0,0.0,1.754581164797385,0.0,0.3731292492259048,2.1113544702529903e-05,0.21,0.04,18,14.5,2023-01-01,1,False,False,0-25%
2023-01-01 19:00:00,0.9951218366622924,0.1403447389602661,0.3590769171714782,0.0040866434574127,0.1768768787391484,0.0,0.0,1.7634735356418765,0.0,0.0204332172870636,0.0,0.0,1.7634735356418765,0.0,0.3746204181150774,1.941155642271042e-05,0.21,0.04,19,14.9,2023-01-01,1,False,False,0-25%
2023-01-01 20:00:00,0.9844807386398317,0.0502008199691772,0.2069507241249084,0.0040177404880523,0.1959611460573972,0.0,0.0,1.402829936292757,0.0,0.0200887024402618,0.0,0.0,1.402829936292757,0.0,0.2988129141339339,1.908426731824875e-05,0.21,0.04,20,14.2,2023-01-01,1,False,False,0-25%
2023-01-01 21:00:00,0.968692421913147,0.0177452564239501,0.0932299196720123,0.0042380690574646,0.216091974080354,0.0,0.0,1.0092523573402772,0.0,0.0211903452873229,0.0,0.0,1.0092523573402772,0.0,0.216392967551796,2.013082802295685e-05,0.21,0.04,21,13.0,2023-01-01,1,False,False,0-25%
2023-01-01 22:00:00,0.8448807001113892,0.3063153028488159,0.2091221809387207,0.0032820403575897,0.2316816657789052,0.0,0.0,0.6369590618477872,0.0,0.0164102017879486,0.0,0.0,0.6369590618477872,0.0,0.0960452817544531,1.5589691698551178e-05,0.147,0.04,22,12.5,2023-01-01,1,False,False,0-25%
2023-01-01 23:00:00,0.6799631714820862,0.7683922052383423,0.2970395386219024,0.0033843219280242,0.2477571949370206,0.0,0.0,0.4452106681436047,0.0,0.0169216096401214,0.0,0.0,0.4452106681436047,0.0,0.0679334448342077,1.6075529158115388e-05,0.147,0.04,23,11.8,2023-01-01,1,False,False,0-25%
2023-01-02 00:00:00,0.5450334548950195,0.4883808493614197,0.3830063939094543,0.0100586116313934,0.2955356001861394,0.0,0.0,0.2064607161635452,0.0,0.0502930581569671,0.0,0.0,0.2064607161635452,0.0,0.0377428048251153,4.77784052491188e-05,0.147,0.04,0,11.6,2023-01-02,1,False,False,0-25%
2023-01-02 01:00:00,0.3183102607727051,0.5273539423942566,0.4978371262550354,0.0126045644283294,0.3554072812207044,0.0,0.0,0.1857588710685198,0.0,0.0630228221416473,0.0,0.0,0.1857588710685198,0.0,0.0365709089018945,5.9871681034564975e-05,0.147,0.04,1,11.4,2023-01-02,1,False,False,0-25%
2023-01-02 02:00:00,0.3963857889175415,0.5478975176811218,0.4809590876102447,0.0120642483234405,0.412712460757047,0.0,0.0,0.1846501671477539,0.0,0.0603212416172027,0.0,0.0,0.1846501671477539,0.0,0.0360107970884486,5.730517953634262e-05,0.147,0.04,2,11.5,2023-01-02,1,False,False,0-25%
2023-01-02 03:00:00,0.4613363444805145,0.6682363152503967,0.4604106843471527,0.0112119913101196,0.4659694194801153,0.0,0.0,0.1888166043719423,0.0,0.0560599565505981,0.0,0.0,0.1888166043719423,0.0,0.0359968544556134,5.325695872306824e-05,0.147,0.04,3,11.4,2023-01-02,1,False,False,0-25%
2023-01-02 04:00:00,0.7438671588897705,0.2589682340621948,0.4286307096481323,0.0090432167053222,0.508924698830396,0.0,0.0,0.2440467402070139,0.0,0.0452160835266113,0.0,0.0,0.2440467402070139,0.0,0.0425216350888429,4.295527935028076e-05,0.147,0.04,4,10.8,2023-01-02,1,False,False,0-25%
2023-01-02 05:00:00,0.7031283974647522,0.2157905399799347,0.4823710322380066,0.0074281692504882,0.5442085027702154,0.0,0.0,0.3947378646091118,0.0,0.0371408462524414,0.0,0.0,0.3947378646091118,0.0,0.0634861704966483,3.528380393981934e-05,0.147,0.04,5,10.0,2023-01-02,1,False,False,0-25%
2023-01-02 06:00:00,0.6885422468185425,0.4064519703388214,0.4527647495269775,0.0058020651340484,0.5717683121569456,0.0,0.0,0.8267767912100701,0.0,0.0290103256702423,0.0,0.0,0.8267767912100701,0.0,0.1797152945448656,2.7559809386730197e-05,0.21,0.04,6,9.9,2023-01-02,1,False,False,0-25%
