datetime,step,pv_to_house_frac,pv_to_batt_frac,batt_to_house_frac,grid_to_batt_frac,soc_kWh,pv_to_house_kWh,pv_to_batt_kWh,pv_to_grid_kWh,discharge_to_house_kWh,discharge_to_grid_kWh,grid_to_batt_kWh,grid_to_house_kWh,consumption_kWh,pv_production_kWh,step_cost_eur,degradation_penalty,reward
2023-01-01 17:00:00,14,-9.908175,0.503067,-5.611958,-1.4372463,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,1.3445786341440262,1.3445786341440262,0.0,0.2823615131702455,0.0,-0.2903053758650325
2023-01-01 18:00:00,15,-9.863661,-1.970129,-3.0414867,-5.1790595,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,1.754581164797385,1.754581164797385,0.0,0.36846204460745086,0.0,-0.3764059073022379
2023-01-01 19:00:00,16,-9.411613,0.9172039,-1.1889753,-4.5614853,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,1.7634735356418765,1.7634735356418765,0.0,0.37032944248479405,0.0,-0.3782733051795811
2023-01-01 20:00:00,17,-9.170155,0.058808327,-4.601205,-5.359227,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,1.402829936292757,1.402829936292757,0.0,0.29459428662147896,0.0,-0.302538149316266
2023-01-01 21:00:00,18,-8.110265,0.7732315,-5.507127,4.066866,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,1.0092523573402772,1.0092523573402772,0.0,0.2119429950414582,0.0,-0.21988685773624522
2023-01-01 22:00:00,19,-9.492182,-4.191189,-2.3252082,9.593042,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,0.6369590618477872,0.6369590618477872,0.0,0.09363298209162471,0.0,-0.10157684478641175
2023-01-01 23:00:00,20,-9.690432,-9.421929,-2.6766644,7.2024117,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,0.4452106681436047,0.4452106681436047,0.0,0.06544596821710989,0.0,-0.07338983091189694
2023-01-02 00:00:00,21,-9.719313,-7.296708,0.4967308,8.554928,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,0.2064607161635452,0.2064607161635452,0.0,0.030349725276041142,0.0,-0.03829358797082818
2023-01-02 01:00:00,22,-9.324342,-2.9305897,-1.0175552,7.0757484,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,0.1857588710685198,0.1857588710685198,0.0,0.02730655404707241,0.0,-0.03525041674185945
2023-01-02 02:00:00,23,-2.8475466,3.8439102,-1.4883537,6.9677773,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,0.1846501671477539,0.1846501671477539,0.0,0.027143574570719822,0.0,-0.03508743726550686
2023-01-02 03:00:00,24,6.701084,4.9910307,-2.4772835,9.186602,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,0.1888166043719423,0.1888166043719423,0.0,0.02775604084267552,0.0,-0.03569990353746256
2023-01-02 04:00:00,25,9.173792,4.3763256,-0.9236975,9.212313,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,0.2440467402070139,0.2440467402070139,0.0,0.03587487081043104,0.0,-0.043818733505218074
2023-01-02 05:00:00,26,9.838734,2.1194286,4.2944756,3.325282,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,0.3947378646091118,0.3947378646091118,0.0,0.058026466097539434,0.0,-0.06597032879232648
2023-01-02 06:00:00,27,6.962084,4.9588375,8.472517,-8.780232,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,0.8267767912100701,0.8267767912100701,0.0,0.1736231261541147,0.0,-0.18156698884890174
2023-01-02 07:00:00,28,7.650448,-3.0132093,1.2683849,-9.32681,0.02806865260648135,0.0,0.0,0.0,0.0,0.0,0.0,1.038390614314118,1.038390614314118,0.0,0.21806202900596475,0.0,-0.22600589170075178
2023-01-02 08:00:00,29,9.249367,-2.6100836,-7.148742,-2.2275138,0.028070114532838152,0.2176184434604645,1.4619263568010865e-06,1.6447021654357742e-08,0.0,0.0,0.0,0.4721113013676464,0.6897297448281109,0.21762,0.09914337262932488,1.4619263568010865e-09,-0.1070872352601824
2023-01-02 09:00:00,30,7.7587376,6.1370907,-7.560445,8.003643,0.31145171446760983,0.4560778348697168,0.2833815999347717,1.0537257295379816,0.0,0.0,0.0,0.0,0.4560778348697168,1.8081,-0.04214902918151926,0.0002833815999347717,-0.055078136000208715
2023-01-02 10:00:00,31,-1.7859259,7.5813828,-8.295801,7.895836,3.2186588587089426,0.00026156641367822885,2.9072071442413328,3.8938485640755975e-07,0.0,0.0,0.0,0.34495242545743776,0.345213991871116,3.06048,0.07243999377066768,0.0029072071442413326,-0.07690991629520393
2023-01-02 11:00:00,32,-6.7225904,9.372887,-7.411938,9.883368,3.4738075858898165,3.7402862011731485e-07,3.473807585889816,1.877264634106268e-07,3.2186588587089426,0.0,0.0,0.0,0.3391809459311263,3.65664,-7.509058536425072e-09,0.006692466444598759,-0.00774485972050998
2023-01-02 12:00:00,33,-2.6022978,9.674843,-7.805314,9.864502,3.636298094181419,1.7825486975152673e-05,3.6362980941814187,9.803938898471643e-08,3.4738075858898165,0.0,0.0,0.0,0.6565046535472817,3.8277,-3.921575559388657e-09,0.007110105680071236,-0.007837513903480902
2023-01-02 13:00:00,34,-1.9526815,9.742832,-7.3223186,9.6160145,3.3586399730901713,2.9453897358398533e-05,3.3586399730901717,1.3713201371757577e-07,3.636298094181419,0.0,0.0,0.0,0.4925231220763121,3.53544,-5.485280548703031e-09,0.00699493806727159,-0.008277664292031866
2023-01-02 14:00:00,35,-4.2185354,9.522848,-8.678516,9.5328865,2.859914931640863,3.242070639525991e-06,2.8599149316408634,3.748670840163726e-08,3.3586399730901713,0.0,0.0,0.0,0.4369859256140444,3.01044,-1.4994683360654904e-09,0.006218554904731034,-0.008498726728351188
2023-01-02 15:00:00,36,-8.436693,9.762234,-9.784545,9.880369,1.9436429999999998,2.5538732094272373e-08,1.9436429999999998,6.634899561910323e-09,2.859914931640863,0.0,0.0,0.0,0.4437254481238105,2.04594,-2.653959824764129e-10,0.0048035579316408625,-0.008916272230211344
2023-01-02 16:00:00,37,-9.957188,9.955257,-9.66379,9.955175,0.0,0.0,0.0,0.0,1.9436429999999998,0.0,0.0,0.0,0.5546164505885007,0.0,0.0,0.0019436429999999999,-0.009943643
2023-01-02 17:00:00,38,-9.991684,9.316969,-7.4603915,8.401539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0320662028480274,1.0320662028480274,0.0,0.21673390259808575,0.0,-0.22473390259808576
2023-01-02 18:00:00,39,-9.976909,-5.7910385,-6.6809993,-5.494554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3886823781005893,1.3886823781005893,0.0,0.29162329940112375,0.0,-0.29962329940112375
2023-01-02 19:00:00,40,-9.823493,-3.9674878,-5.157209,-8.817726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3014596515944978,1.3014596515944978,0.0,0.2733065268348445,0.0,-0.28130652683484453
2023-01-02 20:00:00,41,-9.837925,-1.9577599,-5.4483724,-5.9436817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.114953069797373,1.114953069797373,0.0,0.23414014465744834,0.0,-0.24214014465744835
